17.8,female,neutral,1512047536,6001,1,1
10.9,female,neutral,1512047546,917,2,1
27.3,female,happiness,1512047798,10,1,1
31.4,male,neutral,1512047885,3626,1,1
59.2,female,happiness,1512048132,1985,1,1
23.4,male,neutral,1512048163,7404,1,1
38.2,female,neutral,1512048191,14851,1,1
28.2,male,neutral,1512048499,6739,1,1
47.6,male,neutral,1512048896,9,1,1
42.4,male,neutral,1512048906,11432,1,1
38.7,male,happiness,1512048952,9121,2,1
31.9,male,happiness,1512049121,6,2,1
44.0,male,neutral,1512049305,11587,1,1
21.9,female,neutral,1512049404,1676,1,2
32.0,female,neutral,1512049431,3095,1,2
62.9,male,neutral,1512049681,8,1,1
30.6,female,neutral,1512050110,9259,1,1
38.3,male,surprise,1512050232,10,1,1
62.1,female,surprise,1512050459,4048,1,1
28.5,female,neutral,1512050895,6,1,1
42.8,male,neutral,1512051005,3177,1,1
41.3,male,neutral,1512051082,4397,1,1
31.3,male,neutral,1512051318,3782,1,1
47.5,female,neutral,1512051761,6452,1,1
22.2,male,neutral,1512052208,16411,2,1
43.6,female,neutral,1512052339,7,1,1
18.2,female,neutral,1512052393,6534,1,1
18.8,female,neutral,1512052492,5683,2,1
19.5,male,neutral,1512052538,9165,1,1
19.9,male,neutral,1512052733,6746,1,2
18.8,male,neutral,1512052774,6284,1,2
34.3,female,neutral,1512053510,3614,1,1
31.5,female,neutral,1512053712,9719,1,1
52.4,male,neutral,1512054109,2896,1,1
47.1,male,neutral,1512054334,3561,1,1
5.4,female,neutral,1512054721,2119,1,1
35.9,female,neutral,1512055474,10459,1,1
61.5,male,neutral,1512055886,4975,1,1
27.6,male,neutral,1512056146,4680,2,1
15.4,male,happiness,1512056369,5682,1,1
34.3,male,neutral,1512056633,1304,2,1
23.0,female,neutral,1512056720,8680,1,1
34.5,female,neutral,1512056795,7229,2,1
13.1,male,happiness,1512057182,4558,1,1
30.2,female,neutral,1512057476,14010,1,1
23.2,female,happiness,1512057491,5201,1,1
63.0,female,neutral,1512057679,6210,1,1
16.2,female,surprise,1512057743,831,1,1
36.9,male,neutral,1512057934,3057,2,2
29.9,male,neutral,1512058144,10912,1,1
41.0,male,neutral,1512058440,5881,1,1
13.8,female,happiness,1512058617,8,1,1
40.9,male,neutral,1512059356,7263,1,2
39.3,male,neutral,1512059971,6782,1,1
53.1,male,neutral,1512059981,5103,1,1
58.7,male,neutral,1512060097,13520,1,1
18.6,female,neutral,1512060422,7472,1,1
43.8,male,neutral,1512060844,7112,1,1
43.2,female,neutral,1512061322,2171,1,1
47.1,female,neutral,1512061327,1130,2,1
39.2,female,neutral,1512061364,112,1,1
40.2,male,neutral,1512061392,8863,1,1
25.1,male,happiness,1512062217,4410,2,2
29.5,male,happiness,1512062471,5629,1,1
25.1,female,happiness,1512062644,4658,2,1
47.7,female,neutral,1512063064,5541,1,1
48.5,female,neutral,1512063295,6,1,1
19.6,female,neutral,1512063467,7808,1,1
21.5,female,neutral,1512130530,5,2,1
18.4,male,neutral,1512130706,8756,1,1
31.8,female,neutral,1512131029,2094,1,1
21.4,female,neutral,1512131178,10622,1,1
12.6,male,neutral,1512131197,10059,1,1
40.8,male,neutral,1512131234,5109,1,1
9.2,female,happiness,1512131473,9076,1,1
9.7,female,happiness,1512131923,1411,1,1
43.4,male,neutral,1512132212,1227,1,1
15.2,male,neutral,1512133955,2202,1,1
18.0,female,happiness,1512133970,3109,1,1
28.3,male,neutral,1512134146,9331,2,1
29.3,female,neutral,1512134321,1258,2,1
29.4,male,neutral,1512134417,11211,2,1
41.1,female,neutral,1512134445,5198,1,1
31.1,male,neutral,1512134700,9,1,1
23.6,female,happiness,1512134793,7,1,1
23.9,male,neutral,1512134810,5854,1,1
19.9,female,neutral,1512135109,3818,2,1
21.7,female,happiness,1512135894,9379,1,1
19.4,female,happiness,1512135908,11277,2,1
36.3,male,happiness,1512136016,10,1,1
11.9,female,neutral,1512136114,4128,1,1
40.7,female,neutral,1512136150,3356,1,1
23.1,female,neutral,1512136217,9220,1,1
40.0,female,neutral,1512136968,10887,1,1
24.6,male,neutral,1512136976,6780,1,1
25.1,female,neutral,1512137262,3119,1,1
51.3,male,neutral,1512137408,2757,1,1
19.0,male,neutral,1512137949,1244,1,1
25.3,male,happiness,1512138048,9686,2,1
10.7,female,neutral,1512138405,2552,2,1
38.0,male,neutral,1512138510,1875,1,1
20.9,male,neutral,1512138657,872,1,1
33.7,male,neutral,1512139278,1003,1,1
35.6,male,neutral,1512139486,6726,2,1
32.1,male,neutral,1512139618,6191,1,1
21.8,female,neutral,1512139668,4242,1,1
31.8,male,neutral,1512140319,10383,1,2
30.9,male,neutral,1512140745,8257,2,1
27.8,male,neutral,1512140990,8,1,1
14.9,male,neutral,1512141036,1725,1,1
10.6,female,neutral,1512141040,4712,1,1
15.8,male,neutral,1512141137,6,1,1
28.8,female,neutral,1512141735,7213,1,1
23.4,female,neutral,1512141777,2042,2,1
29.5,male,neutral,1512142122,3642,1,1
14.7,female,neutral,1512142627,8794,1,1
11.0,female,neutral,1512143209,14854,1,1
11.4,male,happiness,1512143414,3394,1,1
10.6,female,neutral,1512143579,907,1,1
37.9,male,neutral,1512143757,7589,1,1
16.7,female,neutral,1512143893,944,1,2
13.3,male,neutral,1512144194,5,1,1
5.2,male,neutral,1512144339,14292,1,1
19.4,male,neutral,1512144360,6,1,1
33.2,female,neutral,1512144669,6875,1,1
61.7,male,neutral,1512145149,5,1,1
1.8,male,neutral,1512145239,13578,1,1
37.2,female,neutral,1512145486,3959,1,1
35.1,female,neutral,1512145535,8789,1,2
13.9,female,neutral,1512145699,1120,2,1
52.7,male,happiness,1512145709,2356,1,1
31.2,female,happiness,1512145893,1805,1,1
34.3,male,neutral,1512146308,17197,1,1
30.3,female,neutral,1512146686,12346,2,1
40.6,male,neutral,1512146815,5884,1,1
18.8,male,happiness,1512146837,10062,2,2
20.9,male,happiness,1512146853,3629,1,2
35.8,female,neutral,1512146875,2207,1,1
27.7,male,neutral,1512147835,18035,1,1
47.2,female,neutral,1512148044,4742,1,1
45.5,female,surprise,1512148188,11030,1,1
18.3,female,neutral,1512148633,7887,1,2
51.7,male,neutral,1512149248,5888,1,2
16.9,female,happiness,1512149467,5861,1,1
29.8,female,neutral,1512149473,426,1,1
54.7,male,neutral,1512150039,8681,1,1
31.8,female,surprise,1512150183,6595,1,1
33.6,male,neutral,1512216090,5523,1,1
25.6,male,neutral,1512216182,7868,2,1
38.2,male,happiness,1512216488,3139,1,1
18.4,male,neutral,1512216489,10752,2,1
28.3,female,neutral,1512216670,3729,1,2
33.9,female,neutral,1512216737,641,1,1
25.3,female,neutral,1512217249,6,1,1
51.7,male,neutral,1512217350,2073,1,1
38.4,female,neutral,1512217369,8439,1,1
26.4,female,neutral,1512217595,14251,1,1
4.3,female,neutral,1512217624,6497,1,1
11.8,male,neutral,1512217687,12906,2,1
49.2,male,neutral,1512217863,7278,1,1
17.5,male,happiness,1512217893,9063,1,1
31.0,female,neutral,1512218243,791,2,2
54.8,female,neutral,1512218306,9280,1,1
13.4,male,neutral,1512218347,3237,1,1
31.8,female,happiness,1512218430,7,1,1
3.2,female,neutral,1512218528,1041,2,1
30.4,female,neutral,1512218539,886,1,1
21.9,male,neutral,1512218743,3095,1,2
21.0,male,neutral,1512219046,5362,1,1
19.6,male,happiness,1512219294,9358,1,1
35.3,male,neutral,1512219322,4189,1,1
30.4,female,neutral,1512219393,10633,2,1
40.8,male,neutral,1512219441,10672,1,1
42.5,female,surprise,1512219569,8177,1,1
45.2,female,happiness,1512219989,3141,1,1
28.2,male,happiness,1512220279,10251,1,1
27.2,female,neutral,1512220796,2147,1,1
24.8,female,happiness,1512220885,4832,1,2
25.4,male,happiness,1512221225,16681,1,1
41.8,male,happiness,1512221271,5170,1,2
29.9,female,neutral,1512221292,7265,2,1
11.7,male,neutral,1512221569,6329,1,1
40.5,male,neutral,1512221645,6084,1,1
45.1,male,neutral,1512221848,10174,1,1
42.2,female,neutral,1512221878,6,1,1
17.5,female,neutral,1512221904,8435,2,1
10.3,female,neutral,1512221932,6982,1,1
22.5,female,neutral,1512222509,5789,1,1
32.7,female,neutral,1512222628,5051,1,2
11.5,male,surprise,1512222732,5,1,1
32.3,female,neutral,1512222842,6469,1,1
40.4,female,neutral,1512222900,5401,2,1
39.5,female,neutral,1512223188,11504,1,1
41.5,female,neutral,1512223352,5448,1,1
14.3,female,sadness,1512223505,3185,1,1
28.8,female,neutral,1512223507,2426,2,1
9.2,male,happiness,1512223648,9780,1,1
46.2,male,neutral,1512223843,3492,1,1
10.2,female,neutral,1512223935,2990,1,1
42.8,male,neutral,1512223969,2615,1,1
33.9,male,neutral,1512224012,8950,1,1
22.4,female,neutral,1512224017,9,1,1
30.0,male,neutral,1512224099,3900,1,1
28.0,male,happiness,1512224137,7746,1,1
15.3,male,neutral,1512224438,8017,2,2
13.2,female,neutral,1512224572,2278,1,1
41.2,male,neutral,1512224750,6486,2,1
36.5,male,happiness,1512224898,10,1,1
39.4,male,neutral,1512225240,2930,1,1
22.0,female,neutral,1512225400,11122,1,1
40.1,male,neutral,1512225570,5733,2,1
22.9,male,neutral,1512225595,4257,1,1
48.8,female,neutral,1512225713,3421,1,1
26.2,female,neutral,1512226116,8144,1,1
21.6,male,neutral,1512226140,5139,2,1
30.2,female,surprise,1512226164,7,1,1
27.3,male,neutral,1512226525,5078,1,1
30.0,female,neutral,1512226562,13060,1,1
31.0,male,neutral,1512226677,8764,1,2
14.2,male,happiness,1512226682,8,1,1
41.9,male,neutral,1512226734,1264,1,2
33.9,male,neutral,1512226765,2455,1,2
14.8,male,neutral,1512226811,6,1,1
26.1,female,neutral,1512226927,351,1,1
26.9,male,neutral,1512227223,2661,1,1
33.5,female,neutral,1512227239,9726,1,1
10.4,female,neutral,1512227260,7992,1,1
39.6,male,neutral,1512227806,333,1,1
17.1,male,neutral,1512228041,3090,1,1
20.1,female,happiness,1512228271,5785,1,1
39.1,female,happiness,1512228611,5,1,1
25.7,male,neutral,1512228641,7304,1,1
29.7,female,neutral,1512228669,5,1,1
10.3,female,neutral,1512228865,5089,1,1
28.1,female,neutral,1512228891,11195,1,1
30.6,female,neutral,1512228907,4550,1,1
32.5,male,neutral,1512228910,6757,1,1
12.9,female,neutral,1512229006,5317,1,2
38.3,male,neutral,1512229243,11818,1,1
32.5,female,happiness,1512229348,6090,1,1
25.4,female,happiness,1512229440,9,1,1
14.3,male,neutral,1512229461,6262,1,1
28.3,male,neutral,1512229467,6477,2,1
26.1,female,surprise,1512229653,3974,1,2
9.8,female,surprise,1512229708,4024,2,1
47.8,male,happiness,1512229980,15458,1,1
17.9,male,neutral,1512230007,9874,1,1
33.0,male,happiness,1512230354,9,1,1
17.4,male,neutral,1512230418,8084,1,1
41.5,male,happiness,1512230464,7156,1,1
22.7,male,neutral,1512230855,9526,1,1
30.9,male,neutral,1512230912,12592,1,1
9.7,male,neutral,1512230964,3966,1,1
26.3,male,neutral,1512231173,10,1,1
21.2,male,neutral,1512231572,10506,1,1
13.3,female,sadness,1512231600,5,2,1
20.5,female,neutral,1512231601,2675,2,1
18.7,male,neutral,1512231624,4632,1,1
20.7,male,neutral,1512231768,1110,1,2
30.2,male,happiness,1512232082,2718,1,1
32.9,male,neutral,1512232576,6439,1,1
29.0,male,neutral,1512232702,5871,1,1
9.0,female,neutral,1512232713,2488,1,1
58.1,male,neutral,1512232720,5,1,1
15.9,male,happiness,1512232823,1586,1,1
37.8,male,neutral,1512232862,776,1,2
35.3,female,surprise,1512233047,3256,1,1
18.8,female,neutral,1512233113,9206,1,1
17.1,male,happiness,1512233292,12002,1,1
22.4,male,happiness,1512233295,8,1,1
33.1,female,neutral,1512233391,2607,1,1
19.9,female,neutral,1512233667,11151,1,1
12.9,male,neutral,1512233672,4122,1,1
18.5,male,happiness,1512234065,10474,2,1
38.9,female,neutral,1512234159,3085,1,2
8.5,male,happiness,1512234362,10063,1,1
57.5,male,neutral,1512234665,8158,1,1
27.9,male,neutral,1512234910,10,1,1
19.7,female,neutral,1512235230,6,1,1
52.0,male,neutral,1512235318,2735,1,2
24.3,female,neutral,1512235654,1746,1,1
12.8,female,neutral,1512235745,10,1,1
31.7,female,neutral,1512235776,7479,1,1
34.4,female,neutral,1512235845,8338,1,1
41.7,female,neutral,1512236027,6,1,1
35.1,female,neutral,1512236204,2169,1,1
25.6,male,neutral,1512236234,14119,2,1
19.7,male,neutral,1512236284,4127,1,1
39.0,female,neutral,1512236495,10156,2,1
9.3,female,neutral,1512236726,8362,1,1
24.4,male,neutral,1512237028,753,2,2
36.9,female,neutral,1512237067,2697,1,1
11.1,male,happiness,1512237228,3724,1,1
23.7,male,neutral,1512237450,4089,1,2
40.8,female,happiness,1512303174,11239,1,1
47.8,female,neutral,1512303509,1878,1,1
20.3,female,neutral,1512303669,6826,1,1
18.1,female,neutral,1512304293,11878,1,1
29.4,male,happiness,1512304354,12263,1,1
53.7,male,neutral,1512304790,6,2,2
47.5,male,neutral,1512304995,2844,1,1
19.8,female,neutral,1512305000,15596,1,1
22.4,female,neutral,1512305260,11787,2,1
32.3,female,neutral,1512305273,2593,1,1
19.8,female,neutral,1512305293,2232,1,1
19.8,female,neutral,1512305330,10901,1,1
42.8,female,neutral,1512305403,4070,1,1
17.5,male,neutral,1512305791,7942,1,1
40.7,male,surprise,1512306304,4417,1,1
25.8,female,neutral,1512306360,230,1,1
40.9,female,neutral,1512306367,260,1,1
28.6,male,happiness,1512306462,8174,1,1
26.1,female,happiness,1512306532,5,1,1
19.9,female,neutral,1512306949,11765,2,1
44.3,male,neutral,1512306993,1882,1,1
21.8,male,neutral,1512307082,4124,2,1
33.5,male,neutral,1512307249,1721,1,1
42.6,female,neutral,1512307421,6002,1,1
12.7,male,neutral,1512307502,9717,1,1
22.5,female,neutral,1512308037,550,1,1
32.0,male,neutral,1512308179,6035,1,1
64.4,female,neutral,1512308251,6,1,1
60.7,male,happiness,1512308356,649,1,1
41.3,male,neutral,1512308488,2515,2,1
24.3,male,neutral,1512308493,7035,1,1
14.3,male,neutral,1512308544,3231,1,1
17.5,female,neutral,1512308623,7,1,2
37.1,male,neutral,1512308641,8173,1,2
31.3,male,neutral,1512308691,8953,1,1
28.2,male,neutral,1512309138,1288,1,1
16.8,female,neutral,1512309462,5727,1,2
37.8,male,neutral,1512309690,7805,1,1
17.7,female,neutral,1512309773,5907,1,1
16.0,female,neutral,1512309931,5599,2,1
22.9,male,neutral,1512309961,4626,2,1
19.5,male,happiness,1512310372,14425,1,1
30.5,female,neutral,1512310386,7037,2,1
52.1,female,happiness,1512310432,4439,1,2
28.7,female,happiness,1512310462,10805,2,1
29.7,female,happiness,1512310630,2722,1,1
23.1,male,neutral,1512310756,6429,1,1
34.8,male,neutral,1512310870,2737,1,1
68.4,male,neutral,1512310971,6,1,1
20.6,female,neutral,1512311070,9992,1,1
22.1,male,neutral,1512311107,7919,1,1
20.0,male,neutral,1512311449,9232,2,2
40.4,female,neutral,1512311740,11316,1,1
39.8,female,neutral,1512311769,9432,1,1
15.5,male,neutral,1512311779,2642,2,1
40.3,female,happiness,1512312080,10,1,1
19.8,male,happiness,1512312484,3342,1,1
11.0,female,neutral,1512312813,1468,1,1
28.4,male,happiness,1512312878,7492,1,1
34.6,male,happiness,1512312970,5,1,1
37.0,female,neutral,1512313051,508,1,1
61.1,male,neutral,1512313688,773,1,1
22.7,male,neutral,1512313730,5997,1,1
25.1,male,neutral,1512313761,10294,1,2
41.5,male,neutral,1512314075,5675,1,2
7.1,male,sadness,1512314601,7921,1,1
14.6,male,neutral,1512314624,7008,1,1
31.1,male,neutral,1512314651,5931,1,1
36.8,male,happiness,1512314730,7381,1,1
40.1,male,neutral,1512314966,4833,1,1
29.7,female,neutral,1512314984,1283,1,1
62.2,male,neutral,1512315175,14019,2,2
38.5,female,neutral,1512315605,10667,1,1
19.7,female,neutral,1512316014,8,1,1
28.2,female,neutral,1512316223,9754,1,1
28.5,male,happiness,1512316948,8229,1,1
31.6,male,neutral,1512317281,6545,1,1
25.4,male,surprise,1512317296,9,1,1
29.2,male,neutral,1512317358,5475,1,1
8.8,male,happiness,1512317577,4849,1,1
41.8,male,neutral,1512318422,6,1,2
16.1,female,neutral,1512318532,11157,1,1
33.5,male,happiness,1512318560,2438,1,1
17.5,female,neutral,1512318585,6018,2,1
13.2,male,neutral,1512318722,6791,1,1
16.0,female,neutral,1512318843,6234,1,1
49.5,male,neutral,1512318994,9421,1,2
38.9,male,happiness,1512319041,4787,2,1
23.5,male,happiness,1512319288,1787,1,1
26.1,female,happiness,1512319709,7844,1,1
45.1,male,surprise,1512319892,6013,1,1
16.2,female,neutral,1512319934,960,1,1
46.2,male,neutral,1512320291,9877,1,1
45.3,male,happiness,1512320356,4422,1,1
43.3,female,neutral,1512320547,3753,1,1
39.9,male,happiness,1512320557,1769,1,1
44.4,male,neutral,1512320665,5569,1,1
33.0,female,neutral,1512320690,9,1,1
51.6,female,neutral,1512320886,400,1,1
37.4,female,happiness,1512321085,5076,1,1
29.2,male,neutral,1512321225,7212,1,1
56.5,female,neutral,1512321233,3067,1,1
46.6,male,neutral,1512321344,7987,1,2
13.6,female,neutral,1512321349,5378,1,1
28.0,female,neutral,1512321444,10004,1,2
26.9,female,sadness,1512321469,8,1,1
23.9,male,neutral,1512321482,955,1,1
11.5,male,happiness,1512321654,4562,1,1
25.7,female,neutral,1512321757,9476,1,1
44.3,female,neutral,1512321958,5615,1,1
35.2,male,neutral,1512322140,3902,1,1
19.9,male,surprise,1512322234,5101,1,1
13.2,male,neutral,1512322472,3549,1,1
56.0,male,neutral,1512322547,6188,1,1
34.2,female,neutral,1512322548,7454,1,1
24.3,female,neutral,1512322867,5792,1,1
17.6,female,neutral,1512322990,8949,1,1
50.5,female,neutral,1512323230,5676,1,1
28.8,female,neutral,1512647984,9340,1,1
53.2,male,neutral,1512648297,9,1,1
28.8,male,neutral,1512648369,6190,1,1
12.5,male,neutral,1512648393,8,1,2
37.1,female,neutral,1512649252,10480,1,1
27.6,female,neutral,1512649490,8140,1,1
51.6,female,neutral,1512649623,3351,1,1
23.4,male,neutral,1512649994,4072,1,1
33.6,male,neutral,1512650223,12124,1,2
29.6,female,neutral,1512650247,6467,1,1
59.8,male,neutral,1512650667,4305,1,1
26.7,male,neutral,1512651116,9435,1,1
